ip,port,country,city,datacenter,asn,organization,source_latency_ms,baidu_delay_ms,tested,cn2,cn2_evidence,trace_url,trace_status,traced_at,route_class,route_evidence
151.158.0.161,443,HK,香港,HKG,149440,Evoxt Sdn. Bhd.,1.0,6134,True,True,Nanjing: 59.43.139.129,https://globalping.io?measurement=23wrX9ji92XJB7eUT00020wGv,cn2_gt,2026-08-13T05:53:23Z,cn2_gt,Nanjing: 59.43.139.129
151.236.20.179,443,HK,香港,HKG,9009,M247 Europe SRL,1.0,7089,True,False,,https://globalping.io?measurement=2QEiWqlYeTfdH4tti00020wHx,other,2026-08-13T06:57:44Z,other,
151.242.11.198,443,HK,香港,HKG,212336,ByteVirt LLC,1.0,7974,True,False,,https://globalping.io?measurement=2wSmK4imKbfQ9EiK200020wI3,other,2026-08-13T07:03:20Z,other,
151.242.183.104,443,HK,香港,HKG,137897,"PAN-LIAN TECHNOLOGY CO., LIMITED",1.0,5334,True,True,"Guangzhou: 59.43.187.182; Nanjing: 59.43.139.113, 59.43.183.106",https://globalping.io?measurement=2OHqe1eTwvGtzqewN00020wGv,cn2_gt,2026-08-13T05:53:21Z,cn2_gt,"Guangzhou: 59.43.187.182; Nanjing: 59.43.139.113, 59.43.183.106"
154.12.177.26,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,5884,True,False,,https://globalping.io?measurement=2pNiV6osabvf1KpOg00020wHs,other,2026-08-13T06:52:35Z,other,
154.12.177.92,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,7665,True,False,,https://globalping.io?measurement=2b6lXKmgR6rtT54IT00020wHn,other,2026-08-13T06:48:02Z,other,
154.12.178.224,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,6060,True,False,,https://globalping.io?measurement=2ZvOCeKumnnJf4zQq00020wHs,other,2026-08-13T06:52:47Z,other,
154.12.178.68,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
154.12.188.198,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,5930,True,False,,https://globalping.io?measurement=2k58Pznu6fIeSEGTc00020wHC,other,2026-08-13T06:10:49Z,other,
154.12.189.241,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
154.203.0.193,443,HK,新加坡,SIN,4515,PCCW IMS Ltd (PCCW Business Internet Access),1.0,5474,True,False,,https://globalping.io?measurement=28rBS6WqnZ6oae1Rq00020wHC,other,2026-08-13T06:10:37Z,other,
154.203.0.235,443,HK,新加坡,SIN,137897,"PAN-LIAN TECHNOLOGY CO., LIMITED",1.0,7006,True,False,,https://globalping.io?measurement=21wtEYIjEVf2CnHBq00020wGv,other,2026-08-13T05:53:23Z,other,
154.204.176.110,443,HK,香港,HKG,400619,AROSSCLOUD INC.,1.0,,True,False,,,pending,,,
154.21.202.206,443,HK,香港,HKG,979,NetLab Global,1.0,,True,True,Nanjing: 59.43.46.101; Xi'an: 59.43.46.157,https://globalping.io?measurement=2GozkX92ms1ulbWd100020wGp,cn2_gt,2026-08-13T05:47:50Z,cn2_gt,Nanjing: 59.43.46.101; Xi'an: 59.43.46.157
154.21.203.163,443,HK,香港,HKG,979,NetLab Global,1.0,5319,True,False,,https://globalping.io?measurement=2B5Ncys4CjYrFNxHq00020wGp,other,2026-08-13T05:47:50Z,other,
154.3.34.219,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,https://globalping.io?measurement=2mRNFG48wafOn0Jmp00020wHn,other,2026-08-13T06:47:46Z,other,
154.3.35.10,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,7760,True,False,,https://globalping.io?measurement=2b5OucLFVvSLScojA00020wGp,other,2026-08-13T05:47:48Z,other,
154.3.35.102,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,7924,True,False,,https://globalping.io?measurement=25GSgBYdXxSdXEooU00020wHx,other,2026-08-13T06:57:41Z,other,
154.3.35.229,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,8026,True,False,,https://globalping.io?measurement=2cwaegRDcKzNykO0g00020wHx,other,2026-08-13T06:57:39Z,other,
154.3.37.72,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,5406,True,False,,https://globalping.io?measurement=2aYDmw1u9HML5cCRI00020wHC,other,2026-08-13T06:10:29Z,other,
154.3.38.53,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,6577,True,False,,https://globalping.io?measurement=2nwWVN22w1h5C8ewj00020wHc,other,2026-08-13T06:36:38Z,other,
154.3.39.160,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,7597,True,False,,https://globalping.io?measurement=2hLbjSvXHSCttg3Oz00020wHn,other,2026-08-13T06:47:45Z,other,
154.38.116.8,443,HK,香港,HKG,140227,"Hong Kong Communications International Co., Limited",1.0,,True,False,,https://globalping.io?measurement=2o2DfsmBw3iFg5OUn00020wxT,other,2026-08-15T01:51:48Z,other,
154.40.61.228,443,HK,香港,HKG,151338,POLONETWORK LIMITED,1.0,7164,True,False,,https://globalping.io?measurement=28vi12uKXhXsM557Z00020wHx,other,2026-08-13T06:57:28Z,other,
154.83.84.109,443,HK,香港,HKG,61112,AKILE LTD,1.0,,True,False,,,pending,,,
156.238.232.28,443,HK,香港,HKG,401696,cognetcloud INC,1.0,5206,True,True,"Guangzhou: 59.43.130.122; Nanjing: 59.43.130.214, 59.43.139.133, 59.43.186.226",https://globalping.io?measurement=2hgdjEMGOMqHTJhoX00020wGp,cn2_gt,2026-08-13T05:47:57Z,cn2_gt,"Guangzhou: 59.43.130.122; Nanjing: 59.43.130.214, 59.43.139.133, 59.43.186.226"
156.238.232.7,443,HK,香港,HKG,401696,cognetcloud INC,1.0,5288,True,True,Nanjing: 59.43.46.101; Shenzhen: 59.43.130.114,https://globalping.io?measurement=2318Ktwlwc3pQwguv00020wGp,cn2_gt,2026-08-13T05:48:02Z,cn2_gt,Nanjing: 59.43.46.101; Shenzhen: 59.43.130.114
16.162.103.125,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.112.136,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.112.200,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.143.171,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.19.81,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.191.113,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.22.161,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.44.130,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.44.73,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.48.149,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.9.178,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.91.171,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.162.91.19,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.163.102.120,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.163.104.128,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.163.127.115,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.163.129.251,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.163.157.174,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.163.56.180,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
16.163.57.118,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
162.141.136.181,443,HK,香港,HKG,401434,Hytron Network Services (US) LLC,1.0,,True,False,,,pending,,,
163.5.205.89,443,HK,香港,HKG,152918,Liberally Network LLC,1.0,,True,False,,https://globalping.io?measurement=2Bfs2KsJ6SQVO7L5t00020wHx,other,2026-08-13T06:57:25Z,other,
163.53.246.146,443,HK,香港,HKG,40065,CNSERVERS LLC,1.0,,True,False,,,pending,,,
165.99.42.86,443,HK,香港,HKG,401701,cognetcloud INC,1.0,5419,True,True,"Guangzhou: 59.43.130.114, 59.43.248.246; Beijing: 59.43.181.222, 59.43.19.94, 59.43.246.226",https://globalping.io?measurement=2rxcprta5C4l0nuTx00020wGv,cn2_gt,2026-08-13T05:53:23Z,cn2_gt,"Guangzhou: 59.43.130.114, 59.43.248.246; Beijing: 59.43.181.222, 59.43.19.94, 59.43.246.226"
166.88.55.163,443,HK,香港,HKG,149440,Evoxt Sdn. Bhd.,1.0,,True,False,,,pending,,,
166.88.77.181,443,HK,香港,HKG,149440,Evoxt Sdn. Bhd.,1.0,,True,True,Nanjing: 59.43.139.129,https://globalping.io?measurement=2HFpVGmKwkJdTTqNz00020wHC,cn2_gt,2026-08-13T06:10:34Z,cn2_gt,Nanjing: 59.43.139.129
167.148.203.227,443,HK,香港,HKG,205548,Zouter Limited,1.0,5687,True,False,,https://globalping.io?measurement=2UaiNkyeS4YgCH1vj00020wHR,other,2026-08-13T06:25:44Z,other,
175.29.23.34,443,HK,香港,HKG,137897,"PAN-LIAN TECHNOLOGY CO., LIMITED",1.0,5793,True,True,"Guangzhou: 59.43.187.182; Nanjing: 59.43.139.129, 59.43.187.182; Beijing: 59.43.132.30, 59.43.250.174",https://globalping.io?measurement=2NGChCw18cKL5U5xf00020wHC,cn2_gt,2026-08-13T06:10:36Z,cn2_gt,"Guangzhou: 59.43.187.182; Nanjing: 59.43.139.129, 59.43.187.182; Beijing: 59.43.132.30, 59.43.250.174"
175.29.23.35,443,HK,香港,HKG,137897,"PAN-LIAN TECHNOLOGY CO., LIMITED",1.0,,True,False,,,pending,,,
175.29.23.46,443,HK,香港,HKG,137897,"PAN-LIAN TECHNOLOGY CO., LIMITED",1.0,,True,True,"Guangzhou: 59.43.187.178, 59.43.250.50; Nanjing: 59.43.187.178, 59.43.42.33; Beijing: 59.43.246.210; Shenzhen: 59.43.16.166, 59.43.183.106",https://globalping.io?measurement=2b65AXKt4U8N2DKuA00020wGv,cn2_gt,2026-08-13T05:53:37Z,cn2_gt,"Guangzhou: 59.43.187.178, 59.43.250.50; Nanjing: 59.43.187.178, 59.43.42.33; Beijing: 59.43.246.210; Shenzhen: 59.43.16.166, 59.43.183.106"
176.98.181.71,443,HK,香港,HKG,142113,eServer,1.0,,True,False,,,pending,,,
18.162.114.249,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.162.124.185,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.162.125.103,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.162.209.1,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.162.40.53,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.162.41.9,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.162.49.250,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.162.50.197,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.162.59.112,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.162.60.227,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.163.101.2,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.163.111.103,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.163.111.124,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.163.117.102,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.163.184.150,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.163.238.195,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.163.62.174,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.163.76.78,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.166.212.216,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.166.29.132,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.166.52.62,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.166.66.229,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.166.66.63,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.166.78.219,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.167.51.88,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.167.72.117,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.167.84.195,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
18.167.96.226,443,HK,香港,HKG,16509,"Amazon.com, Inc.",1.0,,True,False,,,pending,,,
185.206.171.77,443,HK,香港,HKG,213535,YottaSrc,1.0,,True,False,,,pending,,,
185.241.40.76,443,HK,香港,HKG,63150,BAGE CLOUD LLC,1.0,,True,False,,,pending,,,
185.65.151.81,443,HK,香港,HKG,51115,HLL LLC,1.0,2285,True,False,,https://globalping.io?measurement=2ILiMckYTQ3BO9DdP00020wH1,other,2026-08-13T05:59:11Z,other,
185.92.47.153,443,HK,香港,HKG,150452,LANDUPS LIMITED,1.0,,True,False,,,pending,,,
185.92.47.68,443,HK,香港,HKG,150452,LANDUPS LIMITED,1.0,2294,True,False,,https://globalping.io?measurement=2LvbJT6yAEkaln4FK00020wHX,other,2026-08-13T06:32:09Z,other,
186.244.250.67,443,HK,香港,HKG,139659,LUCIDACLOUD LIMITED,1.0,5430,True,False,,https://globalping.io?measurement=2I3xs9xb93Bo0SaIn00020wGv,other,2026-08-13T05:53:30Z,other,
191.222.216.161,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
191.222.216.163,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,1782,True,True,Shenzhen: 59.43.250.54,https://globalping.io?measurement=2Zt8Z91aP5UrDYD5L00020wFc,cn2_gt,2026-08-13T04:32:39Z,cn2_gt,Shenzhen: 59.43.250.54
191.222.216.205,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,True,Xi'an: 59.43.46.157,https://globalping.io?measurement=2XjG9uQt12T5x4G8K00020wb9,cn2_gt,2026-08-14T02:47:14Z,cn2_gt,Xi'an: 59.43.46.157
191.222.216.225,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
191.222.216.74,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
191.222.216.85,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
191.222.217.33,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
191.222.217.70,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
191.223.208.119,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,4191,True,False,,https://globalping.io?measurement=2lv9vqCEJJHWRYYfz00020wHn,other,2026-08-13T06:48:10Z,other,
191.223.208.183,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,4526,True,False,,https://globalping.io?measurement=2NbJuu7TMoLqO86qJ00020wHR,other,2026-08-13T06:26:00Z,other,
191.223.208.202,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,https://globalping.io?measurement=2naRBqy4VZW0mSxuR00020wHC,other,2026-08-13T06:10:19Z,other,
191.223.208.21,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
191.223.208.210,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,https://globalping.io?measurement=2RghPOLQw5j1jicKd00020wI3,other,2026-08-13T07:03:34Z,other,
191.223.208.224,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,https://globalping.io?measurement=2AnR8YNwRc9woMroM00020wGa,other,2026-08-13T05:32:11Z,other,
191.223.208.85,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,4668,True,False,,https://globalping.io?measurement=2K0VGfS9iFalnzCzm00020wGk,other,2026-08-13T05:42:17Z,other,
191.223.212.112,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
191.223.212.116,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,3998,True,False,,https://globalping.io?measurement=2w5lvMYcbZG6VYbsW00020wH5,other,2026-08-13T06:04:00Z,other,
191.223.212.153,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,3747,True,False,,https://globalping.io?measurement=2Pyx2BWAvnpBSt6Fm00020wH6,other,2026-08-13T06:04:10Z,other,
191.223.212.156,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,4048,True,False,,https://globalping.io?measurement=2NShMaXeFaeytyIk300020wH1,other,2026-08-13T05:59:13Z,other,
191.223.212.163,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
191.223.212.182,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,3621,True,False,,https://globalping.io?measurement=2pvAp0wO8WA3tnicP00020wH6,other,2026-08-13T06:04:10Z,other,
191.223.212.202,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,https://globalping.io?measurement=2zNmNr9lfufKRuJ4z00020wHs,other,2026-08-13T06:52:52Z,other,
191.223.212.83,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,4725,True,False,,https://globalping.io?measurement=2qHFGBbESU5yfHTF300020wH6,other,2026-08-13T06:04:10Z,other,
191.223.216.142,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,https://globalping.io?measurement=2opBOnWx4v7Za4mAk00020wHC,other,2026-08-13T06:10:32Z,other,
191.223.216.32,443,HK,香港,HKG,906,DMIT Cloud Services,1.0,,True,False,,,pending,,,
194.29.186.253,443,HK,香港,HKG,63473,"HostHatch, LLC",1.0,4817,True,False,,https://globalping.io?measurement=2p7Slhi09ibhXlcbL00020wGk,other,2026-08-13T05:42:22Z,other,
198.20.133.100,443,HK,香港,HKG,149440,Evoxt Sdn. Bhd.,1.0,,True,False,,,pending,,,
2.27.109.236,443,HK,香港,HKG,150452,LANDUPS LIMITED,1.0,4921,True,False,,https://globalping.io?measurement=2hLaO8imBrPX8FuZh00020wI2,other,2026-08-13T07:03:08Z,other,
2.27.132.60,443,HK,香港,HKG,402279,Geoscry Network LLC,1.0,3531,True,False,,https://globalping.io?measurement=2AxeY7DJqTwXzvtl500020wIK,other,2026-08-13T07:21:00Z,other,
205.189.160.50,443,HK,香港,HKG,133752,LEASEWEB HONG KONG LIMITED,1.0,3507,True,False,,https://globalping.io?measurement=2LDFbA9dA778dCkoO00020wHS,other,2026-08-13T06:26:14Z,other,
208.75.133.158,443,HK,香港,HKG,46829,Lamhosting LLC,1.0,4944,True,False,,https://globalping.io?measurement=2AmpgUem88GSYc8ki00020wHH,other,2026-08-13T06:15:36Z,other,
208.75.133.54,443,HK,香港,HKG,46829,Lamhosting LLC,1.0,,True,False,,https://globalping.io?measurement=238UohJVYMqbn4eWf00020wHs,other,2026-08-13T06:52:37Z,other,
209.9.200.202,443,HK,香港,HKG,4760,HKT Limited,1.0,,True,False,,https://globalping.io?measurement=2ENzqOW3FkzHA8Uji00020yTh,other,2026-08-19T03:13:54Z,other,
212.192.15.182,443,HK,香港,HKG,26383,Baxet Group Inc.,1.0,3976,True,False,,https://globalping.io?measurement=2p2IJQ1IWDIpvp80v00020wHw,other,2026-08-13T06:57:12Z,other,
216.236.38.234,443,HK,香港,HKG,138997,Eons Data Communications Limited,1.0,3837,True,False,,https://globalping.io?measurement=2TfB0pug4FP2H9FPg00020wH6,other,2026-08-13T06:04:32Z,other,
