ip,port,country,city,datacenter,asn,organization,source_latency_ms,baidu_delay_ms,tested,cn2,cn2_evidence,trace_url,trace_status,traced_at,route_class,route_evidence
202.55.27.177,443,JP,东京,NRT,4809,China Telecom Next Generation Carrier Network,73.0,3651,True,True,"Guangzhou: 59.43.144.209, 59.43.246.26, 59.43.39.190; Nanjing: 59.43.139.133, 59.43.186.186; Beijing: 59.43.183.2, 59.43.39.98, 59.43.46.82",https://globalping.io?measurement=21pqJP54vnfweuTe800020w5Y,cn2_gia,,cn2_gia,
